bg2010gj,bg2010ge,tr2020gj,tr2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G17013509576003,171359576003,G1701350957600,17135957600,0.9999990322,0.9999979181,0.9999973542,0.9999965447,0.9999974046,0.9999976473,0.9999971206,1
G17013509577001,171359577001,G1701350957700,17135957700,1,1,1,1,1,1,1,1
G17013509577002,171359577002,G1701350957700,17135957700,1,1,1,1,1,1,1,1
G17013509577003,171359577003,G1701350957700,17135957700,1,1,1,1,1,1,1,1
G17013509578001,171359578001,G1701350957800,17135957800,1,1,1,1,1,1,1,1
G17013509578002,171359578002,G1701350957800,17135957800,1,1,1,1,1,1,1,1
G17013509578003,171359578003,G1701350957800,17135957800,1,1,1,1,1,1,1,1
G17013509579001,171359579001,G1701350957900,17135957900,1,1,1,1,1,1,1,1
G17013509579002,171359579002,G1701350957900,17135957900,1,1,1,1,1,1,1,1
G17013509579003,171359579003,G1701350957900,17135957900,1,1,1,1,1,1,1,1
G17013509579004,171359579004,G1701350957900,17135957900,0.9980360839,0.9911634757,0.9892891918,0.9881656805,0.9887850467,0.9882747069,0.9850746269,0.995
G17013509579004,171359579004,G1701350958000,17135958000,0.0019639161,0.0088365243,0.0107108082,0.0118343195,0.0112149533,0.0117252931,0.0149253731,0.005
G17013509579005,171359579005,G1701350957400,17135957400,0.0013529635,0,0,0,0,0,0,0
G17013509579005,171359579005,G1701350957900,17135957900,0.9958326569,1,1,1,1,1,1,1
G17013509579005,171359579005,G1701350958000,17135958000,0.0028143797,0,0,0,0,0,0,0
G17013509580001,171359580001,G1701350957400,17135957400,0.0000375065,0,0,0,0,0,0,0
G17013509580001,171359580001,G1701350958000,17135958000,0.9999624935,1,1,1,1,1,1,1
G17013509580002,171359580002,G1701350958000,17135958000,1,1,1,1,1,1,1,1
G17013509580003,171359580003,G1701350957600,17135957600,0.0000079459,0,0,0,0,0,0,0
G17013509580003,171359580003,G1701350957900,17135957900,0.0000304688,0,0,0,0,0,0,0
G17013509580003,171359580003,G1701350958000,17135958000,0.9999615852,1,1,1,1,1,1,1
G17013509580004,171359580004,G1701350957900,17135957900,0.001647855,0,0,0,0,0,0,0
G17013509580004,171359580004,G1701350958000,17135958000,0.998352145,1,1,1,1,1,1,1
G17013709514001,171379514001,G1701370951400,17137951400,1,1,1,1,1,1,1,1
G17013709514002,171379514002,G1701370951400,17137951400,1,1,1,1,1,1,1,1
G17013709514003,171379514003,G1701370951400,17137951400,1,1,1,1,1,1,1,1
G17013709515001,171379515001,G1701370951500,17137951500,1,1,1,1,1,1,1,1
G17013709515002,171379515002,G1701370951500,17137951500,0.9801055377,0.9668174962,0.9620132953,0.9749373434,0.9635036496,0.9647058824,0.9789473684,0.8630136986
G17013709515002,171379515002,G1701370951600,17137951600,0.0001849558,0,0,0,0,0,0,0
G17013709515002,171379515002,G1701370952000,17137952000,0.0197095065,0.0331825038,0.0379867047,0.0250626566,0.0364963504,0.0352941176,0.0210526316,0.1369863014
G17013709515003,171379515003,G1701370951400,17137951400,0.0001905706,0,0,0,0,0,0,0
G17013709515003,171379515003,G1701370951500,17137951500,0.8132850831,0.9413680782,0.9391395593,0.9383378016,0.9349593496,0.9389312977,0.9363207547,0.9264705882
G17013709515003,171379515003,G1701370951900,17137951900,0.0636158865,0.0301302932,0.0304302204,0.0294906166,0.0345528455,0.0324427481,0.0306603774,0.0588235294
G17013709515003,171379515003,G1701370952000,17137952000,0.0016897087,0,0,0,0,0,0,0
G17013709515003,171379515003,G1701370952100,17137952100,0.1210598581,0.0285016287,0.0304302204,0.0321715818,0.0304878049,0.0286259542,0.0330188679,0.0147058824
G17013709515003,171379515003,G1701370952200,17137952200,0.000158893,0,0,0,0,0,0,0
G17013709516001,171379516001,G1701370951500,17137951500,0.0271976047,0,0,0,0,0,0,0
G17013709516001,171379516001,G1701370951600,17137951600,0.9728023953,1,1,1,1,1,1,1
G17013709516002,171379516002,G1701370951600,17137951600,1,1,1,1,1,1,1,1
G17013709516003,171379516003,G1701370951600,17137951600,1,1,1,1,1,1,1,1
G17013709516004,171379516004,G1701370951600,17137951600,1,1,1,1,1,1,1,1
G17013709517001,171379517001,G1701370951500,17137951500,0.0360753413,0,0,0,0,0,0,0
G17013709517001,171379517001,G1701370951700,17137951700,0.9639246587,1,1,1,1,1,1,1
G17013709517002,171379517002,G1701370951700,17137951700,1,1,1,1,1,1,1,1
G17013709517003,171379517003,G1701370951700,17137951700,1,1,1,1,1,1,1,1
G17013709518001,171379518001,G1701370951800,17137951800,1,1,1,1,1,1,1,1
G17013709518002,171379518002,G1701370951800,17137951800,1,1,1,1,1,1,1,1
G17013709518003,171379518003,G1701370951800,17137951800,1,1,1,1,1,1,1,1
G17013709518004,171379518004,G1701370951800,17137951800,1,1,1,1,1,1,1,1
G17013709519001,171379519001,G1701370951500,17137951500,0.0363717967,0.0052143685,0.0066518847,0,0,0,0,0
G17013709519001,171379519001,G1701370951900,17137951900,0.9636282033,0.9947856315,0.9933481153,1,1,1,1,1
G17013709519002,171379519002,G1701370951900,17137951900,1,1,1,1,1,1,1,1
G17013709519003,171379519003,G1701370951900,17137951900,1,1,1,1,1,1,1,1
G17013709519004,171379519004,G1701370951800,17137951800,0.0002164725,0,0,0,0,0,0,0
G17013709519004,171379519004,G1701370951900,17137951900,0.965287054,1,1,1,1,1,1,1
G17013709519004,171379519004,G1701370952100,17137952100,0.0344964735,0,0,0,0,0,0,0
G17013709520001,171379520001,G1701370952000,17137952000,1,1,1,1,1,1,1,1
G17013709520002,171379520002,G1701370952000,17137952000,1,1,1,1,1,1,1,1
G17013709520003,171379520003,G1701370952000,17137952000,1,1,1,1,1,1,1,1
G17013709521001,171379521001,G1701370952000,17137952000,0.0144130544,0,0,0,0,0,0,0
G17013709521001,171379521001,G1701370952100,17137952100,0.9855869456,1,1,1,1,1,1,1
G17013709521002,171379521002,G1701370952100,17137952100,1,1,1,1,1,1,1,1
G17013709521003,171379521003,G1701370952000,17137952000,0.0225106468,0,0,0,0,0,0,0
G17013709521003,171379521003,G1701370952100,17137952100,0.9628725679,1,1,1,1,1,1,1
G17013709521003,171379521003,G1701370952200,17137952200,0.0146167854,0,0,0,0,0,0,0
G17013709521004,171379521004,G1701370952000,17137952000,0.6251989626,0.2833333333,0.2722689076,0.3043478261,0.2272727273,0.2296511628,0.304526749,0.0114942529
G17013709521004,171379521004,G1701370952100,17137952100,0.3748010374,0.7166666667,0.7277310924,0.6956521739,0.7727272727,0.7703488372,0.695473251,0.9885057471
G17013709522001,171379522001,G1700610973600,17061973600,0.0000054382,0,0,0,0,0,0,0
G17013709522001,171379522001,G1701370952200,17137952200,0.9999945618,1,1,1,1,1,1,1
G17013709522002,171379522002,G1701370952200,17137952200,0.9999988863,1,1,1,1,1,1,1
G17013709522002,171379522002,G1701710970700,17171970700,0.0000011137,0,0,0,0,0,0,0
G17013709522003,171379522003,G1700610973600,17061973600,0.0000731357,0.0000073755,0.0000083445,0.0000091928,0.000008447,0.000008652,0.0000101609,0
G17013709522003,171379522003,G1701370952200,17137952200,0.9999268643,0.9999926245,0.9999916555,0.9999908072,0.999991553,0.999991348,0.9999898391,1
G17013709523001,171379523001,G1701370952300,17137952300,1,1,1,1,1,1,1,1
G17013709523002,171379523002,G1701170956200,17117956200,0.0000620155,0.0000077791,0.0000103268,0,0.0000098716,0.000008349,0,0.0000649554
G17013709523002,171379523002,G1701370952300,17137952300,0.9999379845,0.9999922209,0.9999896732,1,0.9999901284,0.999991651,1,0.9999350446
G17013709523003,171379523003,G1701370952300,17137952300,1,1,1,1,1,1,1,1
G17013709523004,171379523004,G1701370952300,17137952300,1,1,1,1,1,1,1,1
G17013909769001,171399769001,G1701390976900,17139976900,1,1,1,1,1,1,1,1
G17013909769002,171399769002,G1701390976900,17139976900,1,1,1,1,1,1,1,1
G17013909769003,171399769003,G1701390976900,17139976900,1,1,1,1,1,1,1,1
G17013909769004,171399769004,G1701390976900,17139976900,0.999964992,0.9999649028,0.9999560079,0.9999537624,0.9999476424,0.9999501448,0.9999377953,1
G17013909769004,171399769004,G1701730959400,17173959400,0.000035008,0.0000350972,0.0000439921,0.0000462376,0.0000523576,0.0000498552,0.0000622047,0
G17013909770001,171399770001,G1701390977000,17139977000,1,1,1,1,1,1,1,1
G17013909770002,171399770002,G1701390977000,17139977000,1,1,1,1,1,1,1,1
G17013909770003,171399770003,G1701390977000,17139977000,1,1,1,1,1,1,1,1
G17013909771001,171399771001,G1701390977100,17139977100,1,1,1,1,1,1,1,1
G17013909771002,171399771002,G1701390977100,17139977100,0.9999969525,1,1,1,1,1,1,1
G17013909771002,171399771002,G1701730959100,17173959100,0.0000030475,0,0,0,0,0,0,0
G17013909771003,171399771003,G1701390977100,17139977100,0.9899805378,0.9913778984,0.9896718193,0.9936962489,0.9902311868,0.9907701558,0.9910254843,0.9865534801
G17013909771003,171399771003,G1701390977200,17139977200,0.0100194622,0.0086221016,0.0103281807,0.0063037511,0.0097688132,0.0092298442,0.0089745157,0.0134465199
G17013909772001,171399772001,G1701390977100,17139977100,0.0256081501,0,0,0,0,0,0,0
G17013909772001,171399772001,G1701390977200,17139977200,0.9743918499,1,1,1,1,1,1,1
G17013909772002,171399772002,G1701390977100,17139977100,0.0217179018,0.0007492493,0.0007464039,0.0007651778,0.0009408236,0.0009005675,0.0006429409,0.0017108222
G17013909772002,171399772002,G1701390977200,17139977200,0.9782820982,0.9992507507,0.9992535961,0.9992348222,0.9990591764,0.9990994325,0.9993570591,0.9982891778
G17013909772003,171399772003,G1701390976900,17139976900,0.1716229305,0.0852340936,0.0910518053,0.1105769231,0.0997229917,0.0982367758,0.1441048035,0.0227272727
G17013909772003,171399772003,G1701390977200,17139977200,0.8283770695,0.9147659064,0.9089481947,0.8894230769,0.9002770083,0.9017632242,0.8558951965,0.9772727273
G17013909772004,171399772004,G1701390976900,17139976900,0.0563161488,0.0192090395,0.0149253731,0.0201793722,0.0143979058,0.0155502392,0.0194552529,0.004
G17013909772004,171399772004,G1701390977100,17139977100,0.0922598281,0.0050847458,0.0049751244,0.0067264574,0.0039267016,0.0035885167,0.0038910506,0.004
G17013909772004,171399772004,G1701390977200,17139977200,0.8514240231,0.9757062147,0.9800995025,0.9730941704,0.9816753927,0.980861244,0.9766536965,0.992
G17014109607001,171419607001,G1701410960700,17141960700,0.9999214476,1,1,1,1,1,1,1
G17014109607001,171419607001,G1701410961700,17141961700,0.0000785524,0,0,0,0,0,0,0
G17014109607002,171419607002,G1701410960700,17141960700,1,1,1,1,1,1,1,1
G17014109607003,171419607003,G1701410960700,17141960700,1,1,1,1,1,1,1,1
G17014109608001,171419608001,G1701410960800,17141960800,1,1,1,1,1,1,1,1
G17014109608002,171419608002,G1701410960800,17141960800,1,1,1,1,1,1,1,1
G17014109608003,171419608003,G1701410960800,17141960800,1,1,1,1,1,1,1,1
G17014109608004,171419608004,G1701410960800,17141960800,1,1,1,1,1,1,1,1
G17014109609001,171419609001,G1701410960900,17141960900,0.9999552483,0.9998997547,0.9998763346,0.9999281972,0.9998021354,0.9998252453,0.9998203836,0.9997153905
G17014109609001,171419609001,G1701410961400,17141961400,0.0000447517,0.0001002453,0.0001236654,0.0000718028,0.0001978646,0.0001747547,0.0001796164,0.0002846095
G17014109609002,171419609002,G1701410960900,17141960900,1,1,1,1,1,1,1,1
G17014109609003,171419609003,G1701410960900,17141960900,1,1,1,1,1,1,1,1
G17014109609004,171419609004,G1701410960900,17141960900,1,1,1,1,1,1,1,1
G17014109610001,171419610001,G1701410961001,17141961001,1,1,1,1,1,1,1,1
G17014109610002,171419610002,G1701410961001,17141961001,0.6050662451,0.4724675325,0.5007564297,0.492248062,0.5023291925,0.5,0.4991496599,0.5357142857
G17014109610002,171419610002,G1701410961002,17141961002,0.3949337549,0.5275324675,0.4992435703,0.507751938,0.4976708075,0.5,0.5008503401,0.4642857143
G17014109610003,171419610003,G1701410961002,17141961002,1,1,1,1,1,1,1,1
G17014109610004,171419610004,G1701410961001,17141961001,1,1,1,1,1,1,1,1
G17014109611001,171419611001,G1701410961100,17141961100,0.9841738266,0.5265438787,0.5491762356,0.513909224,0.5929648241,0.6148148148,0.4520123839,0.8538681948
G17014109611001,171419611001,G1701410961200,17141961200,0.0158261734,0.4734561213,0.4508237644,0.486090776,0.4070351759,0.3851851852,0.5479876161,0.1461318052
G17014109611002,171419611002,G1701410961100,17141961100,1,1,1,1,1,1,1,1
G17014109611003,171419611003,G1701410961100,17141961100,1,1,1,1,1,1,1,1
G17014109612001,171419612001,G1701410961200,17141961200,1,1,1,1,1,1,1,1
G17014109612002,171419612002,G1701410961200,17141961200,1,1,1,1,1,1,1,1
G17014109612003,171419612003,G1701410961200,17141961200,1,1,1,1,1,1,1,1
G17014109612004,171419612004,G1701410961200,17141961200,1,1,1,1,1,1,1,1
G17014109613001,171419613001,G1701410961302,17141961302,1,1,1,1,1,1,1,1
G17014109613002,171419613002,G1701410961302,17141961302,0.9988724361,0.997915491,0.9977817707,0.9979828741,0.9974349878,0.997631609,0.9970921482,0.9993080629
G17014109613002,171419613002,G1701410961400,17141961400,0.0011275639,0.002084509,0.0022182293,0.0020171259,0.0025650122,0.002368391,0.0029078518,0.0006919371
G17014109613003,171419613003,G1701410961301,17141961301,1,1,1,1,1,1,1,1
G17014109613004,171419613004,G1701410961301,17141961301,1,1,1,1,1,1,1,1
G17014109614001,171419614001,G1701410960900,17141960900,0.0013407723,0.0020621989,0.0018646881,0.0017058134,0.0023487427,0.0022533151,0.0007547547,0.0066219872
G17014109614001,171419614001,G1701410961400,17141961400,0.9986592277,0.9979378011,0.9981353119,0.9982941866,0.9976512573,0.9977466849,0.9992452453,0.9933780128
G17014109614002,171419614002,G1701410960900,17141960900,0.0315479367,0,0,0,0,0.0034129693,0,0
G17014109614002,171419614002,G1701410961400,17141961400,0.9684520633,1,1,1,1,0.9965870307,1,1
G17014109614003,171419614003,G1701410961400,17141961400,1,1,1,1,1,1,1,1
G17014109614004,171419614004,G1701410961400,17141961400,1,1,1,1,1,1,1,1
G17014109614005,171419614005,G1701410961400,17141961400,1,1,1,1,1,1,1,1
G17014109614006,171419614006,G1701410961400,17141961400,1,1,1,1,1,1,1,1
G17014109615001,171419615001,G1701410961500,17141961500,1,1,1,1,1,1,1,1
G17014109615002,171419615002,G1701410961500,17141961500,1,1,1,1,1,1,1,1
G17014109615003,171419615003,G1701410961500,17141961500,1,1,1,1,1,1,1,1
G17014109615004,171419615004,G1701410961500,17141961500,1,1,1,1,1,1,1,1
G17014109615005,171419615005,G1701410961500,17141961500,1,1,1,1,1,1,1,1
G17014109615006,171419615006,G1701410961500,17141961500,1,1,1,1,1,1,1,1
G17014109616001,171419616001,G1701410961600,17141961600,1,1,1,1,1,1,1,1
G17014109616002,171419616002,G1701410961600,17141961600,1,1,1,1,1,1,1,1
G17014109616003,171419616003,G1701410961600,17141961600,1,1,1,1,1,1,1,1
G17014109617001,171419617001,G1701410961700,17141961700,1,1,1,1,1,1,1,1
G17014109617002,171419617002,G1701410961700,17141961700,1,1,1,1,1,1,1,1
G17014109617003,171419617003,G1701410960700,17141960700,0.0006600313,0,0,0,0,0,0,0
G17014109617003,171419617003,G1701410961700,17141961700,0.9993399687,1,1,1,1,1,1,1
G17014300001001,171430001001,G1701430005100,17143005100,1,1,1,1,1,1,1,1
G17014300002001,171430002001,G1701430000200,17143000200,1,1,1,1,1,1,1,1
G17014300002002,171430002002,G1701430000200,17143000200,1,1,1,1,1,1,1,1
G17014300002003,171430002003,G1701430000200,17143000200,1,1,1,1,1,1,1,1
G17014300003001,171430003001,G1701430000300,17143000300,1,1,1,1,1,1,1,1
G17014300003002,171430003002,G1701430000300,17143000300,1,1,1,1,1,1,1,1
G17014300003003,171430003003,G1701430000300,17143000300,1,1,1,1,1,1,1,1
G17014300005001,171430005001,G1701430005100,17143005100,1,1,1,1,1,1,1,1
G17014300005002,171430005002,G1701430005100,17143005100,1,1,1,1,1,1,1,1
G17014300005003,171430005003,G1701430005100,17143005100,1,1,1,1,1,1,1,1
G17014300006001,171430006001,G1701430000600,17143000600,1,1,1,1,1,1,1,1
G17014300006002,171430006002,G1701430000600,17143000600,1,1,1,1,1,1,1,1
G17014300006003,171430006003,G1701430000600,17143000600,1,1,1,1,1,1,1,1
G17014300006004,171430006004,G1701430000600,17143000600,0.9999793915,0.9999401426,0.9999389719,0.9999492583,0.9999289056,0.9999263519,0.9999989171,0.9998653767
G17014300006004,171430006004,G1701430004400,17143004400,0.0000206085,0.0000598574,0.0000610281,0.0000507417,0.0000710944,0.0000736481,0.0000010829,0.0001346233
G17014300009001,171430009001,G1701430000900,17143000900,1,1,1,1,1,1,1,1
G17014300012001,171430012001,G1701430001200,17143001200,0.9483525726,0.9595494112,0.953826692,0.9816849817,0.9897377423,0.9891411649,0.9659863946,0.9945205479
G17014300012001,171430012001,G1701430001600,17143001600,0.0516474274,0.0404505888,0.046173308,0.0183150183,0.0102622577,0.0108588351,0.0340136054,0.0054794521
G17014300013001,171430013001,G1701430001300,17143001300,0.9909474556,0.9997035541,0.9995661714,0.9997270536,0.9996666942,0.9997519183,1,0.9995089203
G17014300013001,171430013001,G1701430001500,17143001500,0.0090525444,0.0002964459,0.0004338286,0.0002729464,0.0003333058,0.0002480817,0,0.0004910797
G17014300015001,171430015001,G1701430001500,17143001500,0.9843689935,1,1,1,1,1,1,1
G17014300015001,171430015001,G1701430002600,17143002600,0.0156310065,0,0,0,0,0,0,0
G17014300015002,171430015002,G1701430001500,17143001500,1,1,1,1,1,1,1,1
G17014300016001,171430016001,G1701430001600,17143001600,1,1,1,1,1,1,1,1
G17014300016002,171430016002,G1701430001600,17143001600,1,1,1,1,1,1,1,1
G17014300016003,171430016003,G1701430001600,17143001600,1,1,1,1,1,1,1,1
G17014300018001,171430018001,G1701430001800,17143001800,1,1,1,1,1,1,1,1
G17014300018002,171430018002,G1701430001800,17143001800,1,1,1,1,1,1,1,1
G17014300018003,171430018003,G1701430001800,17143001800,1,1,1,1,1,1,1,1
G17014300019001,171430019001,G1701430001900,17143001900,1,1,1,1,1,1,1,1
G17014300020001,171430020001,G1701430002000,17143002000,1,1,1,1,1,1,1,1
G17014300020002,171430020002,G1701430001800,17143001800,0.0005922135,0,0,0,0,0,0,0
G17014300020002,171430020002,G1701430002000,17143002000,0.9994077865,1,1,1,1,1,1,1
G17014300021001,171430021001,G1701430002100,17143002100,1,1,1,1,1,1,1,1
G17014300021002,171430021002,G1701430001600,17143001600,0.0140128731,0,0,0,0,0,0,0
G17014300021002,171430021002,G1701430002100,17143002100,0.9859871269,1,1,1,1,1,1,1
G17014300021003,171430021003,G1701430002100,17143002100,1,1,1,1,1,1,1,1
G17014300021004,171430021004,G1701430002100,17143002100,1,1,1,1,1,1,1,1
G17014300021005,171430021005,G1701430002100,17143002100,1,1,1,1,1,1,1,1
G17014300021006,171430021006,G1701430002100,17143002100,1,1,1,1,1,1,1,1
G17014300022001,171430022001,G1701430002200,17143002200,1,1,1,1,1,1,1,1
G17014300022002,171430022002,G1701430002200,17143002200,1,1,1,1,1,1,1,1
G17014300022003,171430022003,G1701430002200,17143002200,1,1,1,1,1,1,1,1
G17014300022004,171430022004,G1701430002200,17143002200,1,1,1,1,1,1,1,1
G17014300022005,171430022005,G1701430002200,17143002200,1,1,1,1,1,1,1,1
G17014300023001,171430023001,G1701430002300,17143002300,1,1,1,1,1,1,1,1
G17014300023002,171430023002,G1701430002300,17143002300,1,1,1,1,1,1,1,1
G17014300023003,171430023003,G1701430002300,17143002300,1,1,1,1,1,1,1,1
G17014300024001,171430024001,G1701430002400,17143002400,1,1,1,1,1,1,1,1
G17014300024002,171430024002,G1701430002400,17143002400,1,1,1,1,1,1,1,1
G17014300024003,171430024003,G1701430002400,17143002400,1,1,1,1,1,1,1,1
G17014300024004,171430024004,G1701430002400,17143002400,1,1,1,1,1,1,1,1
G17014300025001,171430025001,G1701430002500,17143002500,1,1,1,1,1,1,1,1
G17014300025002,171430025002,G1701430002500,17143002500,1,1,1,1,1,1,1,1
G17014300025003,171430025003,G1701430002500,17143002500,1,1,1,1,1,1,1,1
G17014300025004,171430025004,G1701430002500,17143002500,1,1,1,1,1,1,1,1
G17014300026001,171430026001,G1701430002600,17143002600,1,1,1,1,1,1,1,1
G17014300026002,171430026002,G1701430002600,17143002600,1,1,1,1,1,1,1,1
G17014300027011,171430027011,G1701430002701,17143002701,0.9908528178,1,1,1,1,1,1,1
G17014300027011,171430027011,G1701430002702,17143002702,0.0091471822,0,0,0,0,0,0,0
G17014300027012,171430027012,G1701430002701,17143002701,1,1,1,1,1,1,1,1
G17014300027013,171430027013,G1701430002701,17143002701,1,1,1,1,1,1,1,1
G17014300027021,171430027021,G1701430002702,17143002702,1,1,1,1,1,1,1,1
G17014300027022,171430027022,G1701430002702,17143002702,1,1,1,1,1,1,1,1
G17014300027023,171430027023,G1701430002702,17143002702,1,1,1,1,1,1,1,1
G17014300028001,171430028001,G1701430002800,17143002800,1,1,1,1,1,1,1,1
G17014300028002,171430028002,G1701430002800,17143002800,1,1,1,1,1,1,1,1
G17014300028003,171430028003,G1701430002800,17143002800,0.9997005404,0.9999252654,0.9999298931,0.9998995417,0.9999335267,0.9999360689,0.9999053968,0.9999573212
G17014300028003,171430028003,G1701430003000,17143003000,0.0002705706,0.0000747346,0.0000701069,0.0001004583,0.0000664733,0.0000639311,0.0000946032,0.0000426788
G17014300028003,171430028003,G1701430003101,17143003101,0.000028889,0,0,0,0,0,0,0
G17014300029001,171430029001,G1701430002900,17143002900,1,1,1,1,1,1,1,1
G17014300029002,171430029002,G1701430002900,17143002900,0.9983706492,0.9998340321,0.9998402981,0.9998088359,0.9998740238,0.9998776079,0.999794154,0.9999842844
G17014300029002,171430029002,G1701430004300,17143004300,0.0016293508,0.0001659679,0.0001597019,0.0001911641,0.0001259762,0.0001223921,0.000205846,0.0000157156
G17014300029003,171430029003,G1701430002900,17143002900,1,1,1,1,1,1,1,1
G17014300030001,171430030001,G1701430003000,17143003000,1,1,1,1,1,1,1,1
G17014300030002,171430030002,G1701430003000,17143003000,1,1,1,1,1,1,1,1
G17014300030003,171430030003,G1701430003000,17143003000,1,1,1,1,1,1,1,1
G17014300030004,171430030004,G1701430003000,17143003000,0.9989860675,1,1,1,1,1,1,1
G17014300030004,171430030004,G1701430003104,17143003104,0.0010139325,0,0,0,0,0,0,0
G17014300030005,171430030005,G1701430003000,17143003000,1,1,1,1,1,1,1,1
G17014300031011,171430031011,G1701430003101,17143003101,0.8260852217,0.9989934575,0.9986082116,0.9981818182,0.9987113402,0.9987819732,1,0.9945355191
G17014300031011,171430031011,G1701430003900,17143003900,0.1739147783,0.0010065425,0.0013917884,0.0018181818,0.0012886598,0.0012180268,0,0.0054644809
G17014300031012,171430031012,G1701430003101,17143003101,0.9954791849,1,1,1,1,1,1,1
G17014300031012,171430031012,G1701430004101,17143004101,0.0045208151,0,0,0,0,0,0,0
G17014300031013,171430031013,G1701430003101,17143003101,0.95813411,1,1,1,1,1,1,1
G17014300031013,171430031013,G1701430004101,17143004101,0.04186589,0,0,0,0,0,0,0
G17014300031021,171430031021,G1701430003104,17143003104,1,1,1,1,1,1,1,1
G17014300031022,171430031022,G1701430003103,17143003103,1,1,1,1,1,1,1,1
G17014300031023,171430031023,G1701430003103,17143003103,1,1,1,1,1,1,1,1
G17014300031024,171430031024,G1701430003104,17143003104,1,1,1,1,1,1,1,1
G17014300032001,171430032001,G1701430003200,17143003200,1,1,1,1,1,1,1,1
G17014300032002,171430032002,G1701430003200,17143003200,1,1,1,1,1,1,1,1
G17014300033001,171430033001,G1701430003300,17143003300,0.9999937587,0.9999430086,0.9999373962,0.9999568803,0.9999427983,0.9999402762,0.9999486069,0.9999065254
G17014300033001,171430033001,G1701430004200,17143004200,0.0000062413,0.0000569914,0.0000626038,0.0000431197,0.0000572017,0.0000597238,0.0000513931,0.0000934746
G17014300033002,171430033002,G1701430002900,17143002900,0.0486222615,0,0,0,0,0,0,0
G17014300033002,171430033002,G1701430003200,17143003200,0.0227162441,0,0,0,0,0,0,0
G17014300033002,171430033002,G1701430003300,17143003300,0.9281752998,0.999059572,0.9988181108,0.9983973334,0.9989516804,0.9989830255,0.9987900818,1
G17014300033002,171430033002,G1701430004200,17143004200,0.0004861945,0.000940428,0.0011818892,0.0016026666,0.0010483196,0.0010169745,0.0012099182,0
G17014300034011,171430034011,G1701430003403,17143003403,1,1,1,1,1,1,1,1
G17014300034012,171430034012,G1701430003403,17143003403,0.7408613834,0.4705159705,0.4699453552,0.4595524957,0.4730490748,0.4791666667,0.5970636215,0.3523809524
G17014300034012,171430034012,G1701430003404,17143003404,0.2591386166,0.5294840295,0.5300546448,0.5404475043,0.5269509252,0.5208333333,0.4029363785,0.6476190476
G17014300034013,171430034013,G1701430003403,17143003403,0.193024895,0.0894941634,0.103116944,0.1035673188,0.0956247181,0.0906395595,0.1197312156,0.0275862069
G17014300034013,171430034013,G1701430003404,17143003404,0.806975105,0.9105058366,0.896883056,0.8964326812,0.9043752819,0.9093604405,0.8802687844,0.9724137931
G17014300034014,171430034014,G1701430003402,17143003402,0.6694090436,0.5714285714,0.5716253444,0.5513307985,0.5837563452,0.5951807229,0.5356037152,0.8028169014
G17014300034014,171430034014,G1701430003403,17143003403,0.3305909564,0.4285714286,0.4283746556,0.4486692015,0.4162436548,0.4048192771,0.4643962848,0.1971830986
G17014300034021,171430034021,G1701430003402,17143003402,1,1,1,1,1,1,1,1
G17014300034022,171430034022,G1701430003402,17143003402,1,1,1,1,1,1,1,1
G17014300036011,171430036011,G1701430003601,17143003601,1,1,1,1,1,1,1,1
G17014300036021,171430036021,G1701430003602,17143003602,1,1,1,1,1,1,1,1
G17014300036022,171430036022,G1701430003602,17143003602,1,1,1,1,1,1,1,1
G17014300036023,171430036023,G1701430003602,17143003602,1,1,1,1,1,1,1,1
G17014300036024,171430036024,G1701430003602,17143003602,1,1,1,1,1,1,1,1
G17014300036025,171430036025,G1701430003602,17143003602,1,1,1,1,1,1,1,1
G17014300037001,171430037001,G1701430003700,17143003700,1,1,1,1,1,1,1,1
G17014300037002,171430037002,G1701430003700,17143003700,1,1,1,1,1,1,1,1
G17014300038001,171430038001,G1701430003800,17143003800,1,1,1,1,1,1,1,1
G17014300038002,171430038002,G1701430003800,17143003800,1,1,1,1,1,1,1,1
G17014300039001,171430039001,G1701430003900,17143003900,1,1,1,1,1,1,1,1
G17014300039002,171430039002,G1701430003404,17143003404,0.0017437067,0.0026119403,0.0032840722,0.0038709677,0.0034285714,0.0051387461,0.0036719706,0
G17014300039002,171430039002,G1701430003900,17143003900,0.9965729432,0.9973880597,0.9967159278,0.9961290323,0.9965714286,0.9948612539,0.9963280294,1
G17014300039002,171430039002,G1701430004101,17143004101,0.0016833502,0,0,0,0,0,0,0
G17014300039003,171430039003,G1701430003900,17143003900,1,1,1,1,1,1,1,1
G17014300039004,171430039004,G1701430003900,17143003900,0.9999456518,1,1,1,1,1,1,1
G17014300039004,171430039004,G1701430004000,17143004000,0.0000543482,0,0,0,0,0,0,0
G17014300040001,171430040001,G1701430004000,17143004000,0.9983382355,0.9973873285,0.9983305509,0.9978858351,0.9983525535,0.9984177215,0.9981617647,1
G17014300040001,171430040001,G1701430004101,17143004101,0.001588927,0.0026126715,0.0016694491,0.0021141649,0.0016474465,0.0015822785,0.0018382353,0
G17014300040001,171430040001,G1701430004902,17143004902,0.0000728376,0,0,0,0,0,0,0
G17014300040002,171430040002,G1701430004000,17143004000,0.9996521807,1,1,1,1,1,1,1
G17014300040002,171430040002,G1701430004902,17143004902,0.0003478193,0,0,0,0,0,0,0
G17014300040003,171430040003,G1701430004000,17143004000,1,1,1,1,1,1,1,1
