bg2010gj,bg2010ge,tr2020gj,tr2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G17000100001001,170010001001,G1700010000100,17001000100,1,1,1,1,1,1,1,1
G17000100001002,170010001002,G1700010000100,17001000100,1,1,1,1,1,1,1,1
G17000100001003,170010001003,G1700010000100,17001000100,1,1,1,1,1,1,1,1
G17000100001004,170010001004,G1700010000100,17001000100,1,1,1,1,1,1,1,1
G17000100001005,170010001005,G1700010000100,17001000100,1,1,1,1,1,1,1,1
G17000100002011,170010002011,G1700010000201,17001000201,1,1,1,1,1,1,1,1
G17000100002012,170010002012,G1700010000201,17001000201,1,1,1,1,1,1,1,1
G17000100002021,170010002021,G1700010000202,17001000202,1,1,1,1,1,1,1,1
G17000100002022,170010002022,G1700010000202,17001000202,1,1,1,1,1,1,1,1
G17000100002023,170010002023,G1700010000202,17001000202,1,1,1,1,1,1,1,1
G17000100004001,170010004001,G1700010000400,17001000400,0.9923799675,0.9968694919,0.995774827,0.9960110207,0.9951397487,0.9933565926,0.9925850853,0.9999972072
G17000100004001,170010004001,G1700010010500,17001010500,0.0076200325,0.0031305081,0.004225173,0.0039889793,0.0048602513,0.0066434074,0.0074149147,0.0000027928
G17000100004002,170010004002,G1700010000400,17001000400,1,1,1,1,1,1,1,1
G17000100004003,170010004003,G1700010000400,17001000400,1,1,1,1,1,1,1,1
G17000100004004,170010004004,G1700010000400,17001000400,1,1,1,1,1,1,1,1
G17000100005001,170010005001,G1700010000500,17001000500,1,1,1,1,1,1,1,1
G17000100005002,170010005002,G1700010000500,17001000500,1,1,1,1,1,1,1,1
G17000100006001,170010006001,G1700010000600,17001000600,1,1,1,1,1,1,1,1
G17000100006002,170010006002,G1700010000600,17001000600,1,1,1,1,1,1,1,1
G17000100006003,170010006003,G1700010000600,17001000600,1,1,1,1,1,1,1,1
G17000100006004,170010006004,G1700010000600,17001000600,1,1,1,1,1,1,1,1
G17000100006005,170010006005,G1700010000600,17001000600,1,1,1,1,1,1,1,1
G17000100007001,170010007001,G1700010000700,17001000700,1,1,1,1,1,1,1,1
G17000100007002,170010007002,G1700010000700,17001000700,1,1,1,1,1,1,1,1
G17000100008001,170010008001,G1700010000800,17001000800,1,1,1,1,1,1,1,1
G17000100008002,170010008002,G1700010000800,17001000800,1,1,1,1,1,1,1,1
G17000100008003,170010008003,G1700010000800,17001000800,1,1,1,1,1,1,1,1
G17000100009001,170010009001,G1700010000900,17001000900,1,1,1,1,1,1,1,1
G17000100009002,170010009002,G1700010000900,17001000900,1,1,1,1,1,1,1,1
G17000100010011,170010010011,G1700010001001,17001001001,1,1,1,1,1,1,1,1
G17000100010012,170010010012,G1700010001001,17001001001,1,1,1,1,1,1,1,1
G17000100010013,170010010013,G1700010001001,17001001001,1,1,1,1,1,1,1,1
G17000100010021,170010010021,G1700010001002,17001001002,1,1,1,1,1,1,1,1
G17000100010022,170010010022,G1700010001002,17001001002,1,1,1,1,1,1,1,1
G17000100011001,170010011001,G1700010001100,17001001100,1,1,1,1,1,1,1,1
G17000100011002,170010011002,G1700010001100,17001001100,1,1,1,1,1,1,1,1
G17000100011003,170010011003,G1700010001100,17001001100,1,1,1,1,1,1,1,1
G17000100011004,170010011004,G1700010001100,17001001100,1,1,1,1,1,1,1,1
G17000100101001,170010101001,G1700010010100,17001010100,1,1,1,1,1,1,1,1
G17000100101002,170010101002,G1700010010100,17001010100,0.9999831633,0.9999661279,0.9999717732,0.9999595362,0.9999705872,0.9999678298,0.999965769,1
G17000100101002,170010101002,G1700010010200,17001010200,0.0000168367,0.0000338721,0.0000282268,0.0000404638,0.0000294128,0.0000321702,0.000034231,0
G17000100101003,170010101003,G1700010010100,17001010100,0.9999222825,1,1,1,1,1,1,1
G17000100101003,170010101003,G1700670954200,17067954200,0.0000777175,0,0,0,0,0,0,0
G17000100101004,170010101004,G1700010010100,17001010100,1,1,1,1,1,1,1,1
G17000100102001,170010102001,G1700010010200,17001010200,1,1,1,1,1,1,1,1
G17000100102002,170010102002,G1700010010100,17001010100,0.0005568226,0.0013563352,0.0014580661,0.0012479738,0.0014181793,0.0013553284,0.001457542,0.0011884301
G17000100102002,170010102002,G1700010010200,17001010200,0.9994431774,0.9986436648,0.9985419339,0.9987520262,0.9985818207,0.9986446716,0.998542458,0.9988115699
G17000100102003,170010102003,G1700010010200,17001010200,0.9990808202,0.9999960254,0.9999964823,0.99999573,0.9999961299,0.9999965135,0.9999955461,0.9999979817
G17000100102003,170010102003,G1700010010301,17001010301,0.0009191798,0.0000039746,0.0000035177,0.00000427,0.0000038701,0.0000034865,0.0000044539,0.0000020183
G17000100102004,170010102004,G1700010010200,17001010200,0.9999738749,0.9999944324,0.9999953264,0.9999948855,0.9999965903,0.9999970047,0.9999954442,1
G17000100102004,170010102004,G1700010010301,17001010301,0.0000261251,0.0000055676,0.0000046736,0.0000051145,0.0000034097,0.0000029953,0.0000045558,0
G17000100103001,170010103001,G1700010010301,17001010301,0.9999981409,0.9999992701,0.999999102,0.9999990416,0.9999992673,0.9999993311,0.999999144,0.9999999128
G17000100103001,170010103001,G1700090970400,17009970400,0.0000018081,0.0000006486,0.0000008138,0.0000008487,0.0000006488,0.0000006062,0.0000007728,0
G17000100103001,170010103001,G1701490952400,17149952400,0.000000051,0.0000000813,0.0000000842,0.0000001098,0.0000000839,0.0000000627,0.0000000833,0.0000000872
G17000100103002,170010103002,G1700010010301,17001010301,0.9999995411,1,1,1,1,1,1,1
G17000100103002,170010103002,G1700010010400,17001010400,0.0000004589,0,0,0,0,0,0,0
G17000100103003,170010103003,G1700010010302,17001010302,1,1,1,1,1,1,1,1
G17000100103004,170010103004,G1700010010301,17001010301,1,1,1,1,1,1,1,1
G17000100103005,170010103005,G1700010010302,17001010302,0.9999635672,0.9999865071,0.9999820152,0.9999843255,0.9999764099,0.9999571089,0.9999735685,1
G17000100103005,170010103005,G1701490952500,17149952500,0.0000364328,0.0000134929,0.0000179848,0.0000156745,0.0000235901,0.0000428911,0.0000264315,0
G17000100103006,170010103006,G1700010010302,17001010302,1,1,1,1,1,1,1,1
G17000100104001,170010104001,G1700010000100,17001000100,0.048721556,0.009765625,0.0113537118,0.0112359551,0.0107526882,0.010835974,0.011627907,0
G17000100104001,170010104001,G1700010010400,17001010400,0.951278444,0.990234375,0.9886462882,0.9887640449,0.9892473118,0.989164026,0.988372093,1
G17000100104002,170010104002,G1700010010400,17001010400,1,1,1,1,1,1,1,1
G17000100104003,170010104003,G1700010010100,17001010100,0.0000104543,0.0000006631,0.0000008703,0.0000010905,0.00000084,0.0000007905,0.0000009119,0
G17000100104003,170010104003,G1700010010400,17001010400,0.9999895457,0.9999993369,0.9999991297,0.9999989095,0.99999916,0.9999992095,0.9999990881,1
G17000100105001,170010105001,G1700010010500,17001010500,1,1,1,1,1,1,1,1
G17000100105002,170010105002,G1700010000400,17001000400,0.0000466705,0,0,0,0,0,0,0
G17000100105002,170010105002,G1700010010500,17001010500,0.9999533295,1,1,1,1,1,1,1
G17000100106001,170010106001,G1700010010600,17001010600,1,1,1,1,1,1,1,1
G17000100106002,170010106002,G1700010010600,17001010600,1,1,1,1,1,1,1,1
G17000100106003,170010106003,G1700010010600,17001010600,1,1,1,1,1,1,1,1
G17000100106004,170010106004,G1700010010600,17001010600,0.9999801374,1,1,1,1,1,1,1
G17000100106004,170010106004,G1701490952500,17149952500,0.0000198626,0,0,0,0,0,0,0
G17000100106005,170010106005,G1700010010600,17001010600,1,1,1,1,1,1,1,1
G17000309576001,170039576001,G1700030957600,17003957600,1,1,1,1,1,1,1,1
G17000309576002,170039576002,G1700030957600,17003957600,1,1,1,1,1,1,1,1
G17000309576003,170039576003,G1700030957600,17003957600,1,1,1,1,1,1,1,1
G17000309577001,170039577001,G1700030957700,17003957700,1,1,1,1,1,1,1,1
G17000309577002,170039577002,G1700030957700,17003957700,0.9999565849,1,1,1,1,1,1,1
G17000309577002,170039577002,G1700030957800,17003957800,0.0000434151,0,0,0,0,0,0,0
G17000309578001,170039578001,G1700030957800,17003957800,1,1,1,1,1,1,1,1
G17000309578002,170039578002,G1700030957800,17003957800,0.9413995033,1,1,1,1,1,1,1
G17000309578002,170039578002,G1700030957900,17003957900,0.0586004967,0,0,0,0,0,0,0
G17000309579001,170039579001,G1700030957900,17003957900,1,1,1,1,1,1,1,1
G17000309579002,170039579002,G1700030957800,17003957800,0.0002082079,0,0,0,0,0,0,0
G17000309579002,170039579002,G1700030957900,17003957900,0.9997917921,1,1,1,1,1,1,1
G17000509512001,170059512001,G1700050951200,17005951200,1,1,1,1,1,1,1,1
G17000509512002,170059512002,G1700050951200,17005951200,0.9965498815,0.9565391148,0.9548553419,0.9535508627,0.9540529591,0.956975375,0.9477690509,0.9756132648
G17000509512002,170059512002,G1700050951300,17005951300,0.0034415142,0.0434608852,0.0451446581,0.0464491373,0.0459470409,0.043024625,0.0522309491,0.0243867352
G17000509512002,170059512002,G1700050951400,17005951400,0.0000086043,0,0,0,0,0,0,0
G17000509512003,170059512003,G1700050951200,17005951200,1,1,1,1,1,1,1,1
G17000509513001,170059513001,G1700050951200,17005951200,0.0301957625,0.0024314155,0.0026749057,0.0040923643,0.0027491447,0.0027267292,0.003381604,0.0015666155
G17000509513001,170059513001,G1700050951300,17005951300,0.9690601384,0.9975685845,0.9973250943,0.9959076357,0.9972508553,0.9972732708,0.996618396,0.9984333845
G17000509513001,170059513001,G1700050951400,17005951400,0.0007440992,0,0,0,0,0,0,0
G17000509513002,170059513002,G1700050951300,17005951300,1,1,1,1,1,1,1,1
G17000509513003,170059513003,G1700050951300,17005951300,1,1,1,1,1,1,1,1
G17000509513004,170059513004,G1700050951300,17005951300,0.9606294801,0.9980194553,0.9977860563,0.9974130614,0.9981172584,0.9980914247,0.9975506962,0.9988669948
G17000509513004,170059513004,G1700050951400,17005951400,0.0393705199,0.0019805447,0.0022139437,0.0025869386,0.0018827416,0.0019085753,0.0024493038,0.0011330052
G17000509513005,170059513005,G1700050951200,17005951200,0.0108688673,0.0000306765,0.0000341077,0.000145413,0.0000874969,0.0019825925,0.000043655,0.0001757464
G17000509513005,170059513005,G1700050951300,17005951300,0.9763123751,0.9990834178,0.9991305838,0.9972466941,0.9974906488,0.995769738,0.9971859301,0.9981040182
G17000509513005,170059513005,G1700050951400,17005951400,0.0015798472,0.0000394549,0.0000373947,0.0001655881,0.0001125352,0.0001001027,0.0000994236,0.0001389274
G17000509513005,170059513005,G1700050951500,17005951500,0.0112389104,0.0008464509,0.0007979137,0.0024423048,0.0023093191,0.0021475668,0.0026709913,0.001581308
G17000509514001,170059514001,G1700050951400,17005951400,1,1,1,1,1,1,1,1
G17000509514002,170059514002,G1700050951300,17005951300,0.0004395288,0.0049298418,0.0051874429,0.0055791916,0.0049284436,0.0048016928,0.0046783095,0.0067113141
G17000509514002,170059514002,G1700050951400,17005951400,0.9995604712,0.9950701582,0.9948125571,0.9944208084,0.9950715564,0.9951983072,0.9953216905,0.9932886859
G17000509514003,170059514003,G1700050951400,17005951400,1,1,1,1,1,1,1,1
G17000509515001,170059515001,G1700050951500,17005951500,1,1,1,1,1,1,1,1
G17000509515002,170059515002,G1700050951500,17005951500,1,1,1,1,1,1,1,1
G17000509515003,170059515003,G1700050951200,17005951200,0.0008269756,0,0,0,0,0,0,0
G17000509515003,170059515003,G1700050951300,17005951300,0.0000239629,0,0,0,0,0,0,0
G17000509515003,170059515003,G1700050951500,17005951500,0.9991490614,1,1,1,1,1,1,1
G17000509515004,170059515004,G1700050951500,17005951500,1,1,1,1,1,1,1,1
G17000700101001,170070101001,G1700070010101,17007010101,1,1,1,1,1,1,1,1
G17000700101001,170070101001,G1700070010200,17007010200,0,0,0,0,0,0,0,0
G17000700101002,170070101002,G1700070010102,17007010102,0.979603736,0.9987317692,0.9979101358,1,0.9978354978,0.9962686567,1,0.9969135802
G17000700101002,170070101002,G1700070010502,17007010502,0.020396264,0.0012682308,0.0020898642,0,0.0021645022,0.0037313433,0,0.0030864198
G17000700101003,170070101003,G1700070010101,17007010101,1,1,1,1,1,1,1,1
G17000700101004,170070101004,G1700070010102,17007010102,1,1,1,1,1,1,1,1
G17000700101005,170070101005,G1700070010102,17007010102,1,1,1,1,1,1,1,1
G17000700102001,170070102001,G1700070010101,17007010101,0,0,0,0,0,0,0,0
G17000700102001,170070102001,G1700070010200,17007010200,1,1,1,1,1,1,1,1
G17000700102002,170070102002,G1700070010200,17007010200,1,1,1,1,1,1,1,1
G17000700102003,170070102003,G1700070010200,17007010200,1,1,1,1,1,1,1,1
G17000700103001,170070103001,G1700070010200,17007010200,0.0278890818,0.0016750419,0.0024390244,0.0034482759,0.0024937656,0.0045351474,0.0040983607,0
G17000700103001,170070103001,G1700070010300,17007010300,0.9721109182,0.9983249581,0.9975609756,0.9965517241,0.9975062344,0.9954648526,0.9959016393,1
G17000700103002,170070103002,G1700070010300,17007010300,1,1,1,1,1,1,1,1
G17000700103003,170070103003,G1700070010300,17007010300,0.9954793926,1,1,1,1,1,1,1
G17000700103003,170070103003,G1700070010400,17007010400,0.0045206074,0,0,0,0,0,0,0
G17000700103004,170070103004,G1700070010300,17007010300,0.9937079737,1,1,1,1,1,1,1
G17000700103004,170070103004,G1700070010400,17007010400,0.0062920263,0,0,0,0,0,0,0
G17000700104001,170070104001,G1700070010400,17007010400,1,1,1,1,1,1,1,1
G17000700104001,170070104001,G1700070010502,17007010502,0,0,0,0,0,0,0,0
G17000700104002,170070104002,G1700070010400,17007010400,1,1,1,1,1,1,1,1
G17000700104003,170070104003,G1700070010400,17007010400,0.9998655117,0.9999847366,0.9999804767,0.9999722971,0.9999800905,0.9999720406,0.9999748366,1
G17000700104003,170070104003,G1700070010502,17007010502,0.0000732583,0.0000152634,0.0000195233,0.0000277029,0.0000199095,0.0000279594,0.0000251634,0
G17000700104003,170070104003,G1701110871004,17111871004,0.0000612301,0,0,0,0,0,0,0
G17000700104004,170070104004,G1700070010400,17007010400,1,1,1,1,1,1,1,1
G17000700104004,170070104004,G1700070010502,17007010502,0,0,0,0,0,0,0,0
G17000700105001,170070105001,G1700070010501,17007010501,0.9978218556,1,1,1,1,1,1,1
G17000700105001,170070105001,G1700070010502,17007010502,0.0021781444,0,0,0,0,0,0,0
G17000700105002,170070105002,G1700070010400,17007010400,0.0000078087,0.0000003716,0.0000005055,0,0.0000011019,0.0000010631,0.0000011648,0
G17000700105002,170070105002,G1700070010502,17007010502,0.9999921913,0.9999996284,0.9999994945,1,0.9999988981,0.9999989369,0.9999988352,1
G17000700105003,170070105003,G1700070010101,17007010101,0.0008419178,0.0013914657,0.0017889088,0.0014992504,0.00243309,0.0023282887,0.0013020833,0.0185185185
G17000700105003,170070105003,G1700070010400,17007010400,0,0,0,0,0,0,0,0
G17000700105003,170070105003,G1700070010502,17007010502,0.9991580822,0.9986085343,0.9982110912,0.9985007496,0.99756691,0.9976717113,0.9986979167,0.9814814815
G17000700105004,170070105004,G1700070010501,17007010501,1,1,1,1,1,1,1,1
G17000700106011,170070106011,G1700070010601,17007010601,0.9999553321,0.9999949092,0.9999946657,0.9999947777,0.9999952622,0.9999952881,0.9999949543,0.9999970578
G17000700106011,170070106011,G1700070010603,17007010603,0.0000446679,0.0000050908,0.0000053343,0.0000052223,0.0000047378,0.0000047119,0.0000050457,0.0000029422
G17000700106012,170070106012,G1700070010601,17007010601,1,1,1,1,1,1,1,1
G17000700106013,170070106013,G1700070010601,17007010601,1,1,1,1,1,1,1,1
G17000700106021,170070106021,G1700070010604,17007010604,1,1,1,1,1,1,1,1
G17000700106022,170070106022,G1700070010603,17007010603,1,1,1,1,1,1,1,1
G17000700106023,170070106023,G1700070010604,17007010604,1,1,1,1,1,1,1,1
G17000700106024,170070106024,G1700070010601,17007010601,0.0062549955,0.0008185202,0.0012009599,0.0009645136,0.001733084,0.0016701957,0.0017927373,0
G17000700106024,170070106024,G1700070010603,17007010603,0.9721512425,0.985947402,0.9866631178,0.9863649211,0.9868833783,0.9865154583,0.9873376975,0.9736842105
G17000700106024,170070106024,G1700070010604,17007010604,0.021593762,0.0132340778,0.0121359223,0.0126705653,0.0113835377,0.011814346,0.0108695652,0.0263157895
G17000909704001,170099704001,G1700090970400,17009970400,0.9998669069,0.9962264151,0.9968102073,0.9955947137,0.9971428571,0.9978165939,0.9964285714,1
G17000909704001,170099704001,G1701490952400,17149952400,0.0001330931,0.0037735849,0.0031897927,0.0044052863,0.0028571429,0.0021834061,0.0035714286,0
G17000909704002,170099704002,G1700090970400,17009970400,1,1,1,1,1,1,1,1
G17000909704003,170099704003,G1700090970400,17009970400,1,1,1,1,1,1,1,1
G17000909705001,170099705001,G1700090970400,17009970400,0.0190801043,0,0,0,0,0,0,0
G17000909705001,170099705001,G1700090970500,17009970500,0.9809198957,1,1,1,1,1,1,1
G17000909705002,170099705002,G1700090970400,17009970400,0.0005374027,0,0,0,0,0,0,0
G17000909705002,170099705002,G1700090970500,17009970500,0.9994625973,1,1,1,1,1,1,1
G17000909705003,170099705003,G1700090970500,17009970500,1,1,1,1,1,1,1,1
G17001109647001,170119647001,G1700110964700,17011964700,1,1,1,1,1,1,1,1
G17001109647002,170119647002,G1700110964700,17011964700,1,1,1,1,1,1,1,1
G17001109647003,170119647003,G1700110964700,17011964700,1,1,1,1,1,1,1,1
G17001109647004,170119647004,G1700110964700,17011964700,1,1,1,1,1,1,1,1
G17001109648001,170119648001,G1700110964800,17011964800,1,1,1,1,1,1,1,1
G17001109648002,170119648002,G1700110964800,17011964800,1,1,1,1,1,1,1,1
G17001109648003,170119648003,G1700110964800,17011964800,1,1,1,1,1,1,1,1
G17001109648004,170119648004,G1700110964800,17011964800,1,1,1,1,1,1,1,1
G17001109649001,170119649001,G1700110964900,17011964900,1,1,1,1,1,1,1,1
G17001109649002,170119649002,G1700110964900,17011964900,1,1,1,1,1,1,1,1
G17001109649003,170119649003,G1700110964900,17011964900,1,1,1,1,1,1,1,1
G17001109650001,170119650001,G1700110964700,17011964700,0.0001148851,0,0,0,0,0,0,0
G17001109650001,170119650001,G1700110965000,17011965000,0.9998851149,1,1,1,1,1,1,1
G17001109650002,170119650002,G1700110965000,17011965000,1,1,1,1,1,1,1,1
G17001109650003,170119650003,G1700110965000,17011965000,1,1,1,1,1,1,1,1
G17001109650004,170119650004,G1700110965000,17011965000,1,1,1,1,1,1,1,1
G17001109650005,170119650005,G1700110965000,17011965000,1,1,1,1,1,1,1,1
G17001109651001,170119651001,G1700110965100,17011965100,1,1,1,1,1,1,1,1
G17001109651002,170119651002,G1700110965100,17011965100,1,1,1,1,1,1,1,1
G17001109651003,170119651003,G1700110965100,17011965100,0.9998895239,1,1,1,1,1,1,1
G17001109651003,170119651003,G1700110965200,17011965200,0.0001104761,0,0,0,0,0,0,0
G17001109652001,170119652001,G1700110965200,17011965200,1,1,1,1,1,1,1,1
G17001109652002,170119652002,G1700110965200,17011965200,1,1,1,1,1,1,1,1
G17001109652003,170119652003,G1700110965200,17011965200,1,1,1,1,1,1,1,1
G17001109652004,170119652004,G1700110965000,17011965000,0.0001029857,0,0,0,0,0,0,0
G17001109652004,170119652004,G1700110965200,17011965200,0.9998970143,1,1,1,1,1,1,1
G17001109653001,170119653001,G1700110965300,17011965300,1,1,1,1,1,1,1,1
G17001109653002,170119653002,G1700110965300,17011965300,1,1,1,1,1,1,1,1
G17001109653003,170119653003,G1700110965300,17011965300,1,1,1,1,1,1,1,1
G17001109654001,170119654001,G1700110965400,17011965400,0.9979743429,1,1,1,1,1,1,1
G17001109654001,170119654001,G1700110965500,17011965500,0.0020256571,0,0,0,0,0,0,0
G17001109654002,170119654002,G1700110965400,17011965400,1,1,1,1,1,1,1,1
G17001109654003,170119654003,G1700110965400,17011965400,1,1,1,1,1,1,1,1
G17001109655001,170119655001,G1700110965500,17011965500,1,1,1,1,1,1,1,1
G17001109655002,170119655002,G1700110965500,17011965500,0.9996320517,1,1,1,1,1,1,1
G17001109655002,170119655002,G1700110965600,17011965600,0.0003679483,0,0,0,0,0,0,0
G17001109655003,170119655003,G1700110965500,17011965500,1,1,1,1,1,1,1,1
G17001109655004,170119655004,G1700110965500,17011965500,1,1,1,1,1,1,1,1
G17001109656001,170119656001,G1700110964800,17011964800,0.0000455467,0,0,0,0,0,0,0
G17001109656001,170119656001,G1700110965500,17011965500,0.0000408451,0,0,0,0,0,0,0
G17001109656001,170119656001,G1700110965600,17011965600,0.9999136083,1,1,1,1,1,1,1
G17001109656002,170119656002,G1700110965600,17011965600,1,1,1,1,1,1,1,1
G17001109656003,170119656003,G1700110965600,17011965600,1,1,1,1,1,1,1,1
G17001109656004,170119656004,G1700110965600,17011965600,1,1,1,1,1,1,1,1
G17001309512001,170139512001,G1700130951200,17013951200,0.9999922638,1,1,1,1,1,1,1
G17001309512001,170139512001,G1701490952600,17149952600,0.0000077362,0,0,0,0,0,0,0
G17001309512002,170139512002,G1700130951200,17013951200,0.9999924947,1,1,1,1,1,1,1
G17001309512002,170139512002,G1700130951300,17013951300,0.0000075053,0,0,0,0,0,0,0
G17001309512003,170139512003,G1700130951200,17013951200,0.9999922251,0.9999954544,0.9999953167,0.9999949582,0.999996279,0.9999961884,0.9999957876,0.9999974218
G17001309512003,170139512003,G1700130951300,17013951300,0.0000077749,0.0000045456,0.0000046833,0.0000050418,0.000003721,0.0000038116,0.0000042124,0.0000025782
G17001309513001,170139513001,G1700130951200,17013951200,0.0000332814,0.0027985075,0.0024600246,0.0032786885,0.0024390244,0.0018518519,0.0028248588,0
G17001309513001,170139513001,G1700130951300,17013951300,0.9999667186,0.9972014925,0.9975399754,0.9967213115,0.9975609756,0.9981481481,0.9971751412,1
G17001309513002,170139513002,G1700130951300,17013951300,1,1,1,1,1,1,1,1
G17001509601001,170159601001,G1700150960100,17015960100,1,1,1,1,1,1,1,1
G17001509601002,170159601002,G1700150960100,17015960100,1,1,1,1,1,1,1,1
G17001509601003,170159601003,G1700150960100,17015960100,1,1,1,1,1,1,1,1
G17001509601004,170159601004,G1700150960100,17015960100,1,1,1,1,1,1,1,1
G17001509602001,170159602001,G1700150960200,17015960200,0.9040059366,0.8880407125,0.887195122,0.8916666667,0.8735632184,0.871040724,0.875,0.8653846154
G17001509602001,170159602001,G1700150960300,17015960300,0.0959940634,0.1119592875,0.112804878,0.1083333333,0.1264367816,0.128959276,0.125,0.1346153846
G17001509602002,170159602002,G1700150960200,17015960200,1,1,1,1,1,1,1,1
G17001509603001,170159603001,G1700150960300,17015960300,1,1,1,1,1,1,1,1
G17001509603002,170159603002,G1700150960300,17015960300,1,1,1,1,1,1,1,1
G17001509603003,170159603003,G1700150960300,17015960300,1,1,1,1,1,1,1,1
G17001509603004,170159603004,G1700150960300,17015960300,1,1,1,1,1,1,1,1
G17001509604001,170159604001,G1700150960400,17015960400,1,1,1,1,1,1,1,1
G17001509604002,170159604002,G1700150960400,17015960400,1,1,1,1,1,1,1,1
G17001509604003,170159604003,G1700150960400,17015960400,1,1,1,1,1,1,1,1
G17001509605001,170159605001,G1700150960500,17015960500,1,1,1,1,1,1,1,1
G17001509605002,170159605002,G1700150960500,17015960500,1,1,1,1,1,1,1,1
G17001509605003,170159605003,G1700150960500,17015960500,1,1,1,1,1,1,1,1
G17001509606001,170159606001,G1700150960600,17015960600,1,1,1,1,1,1,1,1
G17001509606002,170159606002,G1700150960600,17015960600,1,1,1,1,1,1,1,1
G17001709601001,170179601001,G1700170960100,17017960100,0.9984885938,1,1,1,1,1,1,1
G17001709601001,170179601001,G1700170960300,17017960300,0.000081659,0,0,0,0,0,0,0
G17001709601001,170179601001,G1701250956600,17125956600,0.0014297472,0,0,0,0,0,0,0
G17001709601002,170179601002,G1700170960100,17017960100,0.9998843754,0.9941605839,0.9962192817,0.995,0.9964539007,0.9968652038,0.9956709957,1
G17001709601002,170179601002,G1701370951500,17137951500,0.0001156246,0.0058394161,0.0037807183,0.005,0.0035460993,0.0031347962,0.0043290043,0
G17001709601003,170179601003,G1700170960100,17017960100,1,1,1,1,1,1,1,1
G17001709602001,170179602001,G1700170960100,17017960100,0.0000225253,0,0,0,0,0,0,0
G17001709602001,170179602001,G1700170960200,17017960200,0.9999774747,1,1,1,1,1,1,1
G17001709602002,170179602002,G1700170960200,17017960200,1,1,1,1,1,1,1,1
G17001709602003,170179602003,G1700170960200,17017960200,0.9998474748,1,1,1,1,1,1,1
G17001709602003,170179602003,G1701370951400,17137951400,0.0001525252,0,0,0,0,0,0,0
G17001709603001,170179603001,G1700170960100,17017960100,0.000039034,0.0044378698,0.0055865922,0.0049261084,0.0073800738,0.0058823529,0.0041841004,0.03125
G17001709603001,170179603001,G1700170960300,17017960300,0.9989826905,0.9926035503,0.990689013,0.9901477833,0.9889298893,0.9911764706,0.9916317992,0.96875
G17001709603001,170179603001,G1701250956600,17125956600,0.0009782755,0.0029585799,0.0037243948,0.0049261084,0.0036900369,0.0029411765,0.0041841004,0
G17001709603002,170179603002,G1700170960300,17017960300,1,1,1,1,1,1,1,1
G17001709603003,170179603003,G1700170960300,17017960300,1,1,1,1,1,1,1,1
G17001709604001,170179604001,G1700170960400,17017960400,1,1,1,1,1,1,1,1
G17001709604002,170179604002,G1700170960400,17017960400,1,1,1,1,1,1,1,1
G17001709604003,170179604003,G1700170960400,17017960400,1,1,1,1,1,1,1,1
G17001709605001,170179605001,G1700170960500,17017960500,1,1,1,1,1,1,1,1
G17001709605002,170179605002,G1700170960500,17017960500,1,1,1,1,1,1,1,1
G17001709605003,170179605003,G1700170960500,17017960500,1,1,1,1,1,1,1,1
G17001900002001,170190002001,G1700190000200,17019000200,0.7535256856,0.9976415094,0.9963099631,0.9950980392,0.996835443,0.9971098266,1,0.9946808511
G17001900002001,170190002001,G1700190000700,17019000700,0.0402096686,0,0,0,0,0,0,0
G17001900002001,170190002001,G1700190005300,17019005300,0.2062646458,0.0023584906,0.0036900369,0.0049019608,0.003164557,0.0028901734,0,0.0053191489
G17001900002002,170190002002,G1700190000200,17019000200,0.9991781767,1,1,1,1,1,1,1
G17001900002002,170190002002,G1700190000700,17019000700,0.0008218233,0,0,0,0,0,0,0
G17001900003011,170190003011,G1700190000301,17019000301,1,1,1,1,1,1,1,1
G17001900003012,170190003012,G1700190000301,17019000301,0.9818234837,1,1,1,1,1,1,1
G17001900003012,170190003012,G1700190005902,17019005902,0.0181765163,0,0,0,0,0,0,0
G17001900003021,170190003021,G1700190000302,17019000302,1,1,1,1,1,1,1,1
G17001900003022,170190003022,G1700190000302,17019000302,1,1,1,1,1,1,1,1
G17001900003023,170190003023,G1700190000302,17019000302,1,1,1,1,1,1,1,1
G17001900004011,170190004011,G1700190000401,17019000401,0.9734213419,1,1,1,1,1,1,1
G17001900004011,170190004011,G1700190005902,17019005902,0.0265786581,0,0,0,0,0,0,0
G17001900004012,170190004012,G1700190000401,17019000401,1,1,1,1,1,1,1,1
G17001900004021,170190004021,G1700190000402,17019000402,1,1,1,1,1,1,1,1
G17001900004022,170190004022,G1700190000402,17019000402,1,1,1,1,1,1,1,1
G17001900005001,170190005001,G1700190000500,17019000500,1,1,1,1,1,1,1,1
G17001900005002,170190005002,G1700190000500,17019000500,1,1,1,1,1,1,1,1
G17001900005003,170190005003,G1700190000500,17019000500,1,1,1,1,1,1,1,1
G17001900005004,170190005004,G1700190000500,17019000500,1,1,1,1,1,1,1,1
G17001900007001,170190007001,G1700190000700,17019000700,1,1,1,1,1,1,1,1
G17001900007002,170190007002,G1700190000700,17019000700,0.9994184386,0.9998563657,0.9999186354,0.999848624,0.9999127457,0.999902206,0.9999529684,0.9998779531
G17001900007002,170190007002,G1700190011001,17019011001,0.0001404569,0.0001436343,0.0000813646,0.000151376,0.0000872543,0.000097794,0.0000470316,0.0001220469
